"age","job","education","marital","default","housing","loan","y"
51,"blue_collar","primary","married","no","no","no","no"
32,"housemaid","primary","married","no","no","no","no"
54,"technician","secondary","married","no","no","no","no"
58,"blue_collar","secondary","married","no","no","no","no"
31,"housemaid","primary","married","no","yes","no","no"
32,"technician","secondary","married","no","no","no","no"
44,"management","tertiary","divorced","no","no","no","no"
46,"management","tertiary","divorced","no","no","no","yes"
32,"management","tertiary","married","no","no","no","no"
45,"blue_collar","secondary","married","no","no","no","no"
38,"management","secondary","single","no","yes","no","no"
52,"blue_collar","primary","married","no","no","no","no"
32,"technician","secondary","single","no","no","no","no"
56,"services","secondary","married","no","no","yes","no"
35,"management","tertiary","married","no","no","no","no"
54,"technician","secondary","divorced","no","no","no","no"
31,"technician","secondary","single","no","no","no","no"
45,"management","tertiary","married","no","no","no","no"
41,"housemaid","secondary","married","no","no","no","no"
34,"technician","tertiary","married","no","no","no","no"
39,"management","tertiary","married","no","no","no","no"
46,"technician","secondary","married","no","no","no","no"
34,"technician","secondary","married","no","no","no","no"
49,"entrepreneur","secondary","married","no","no","no","no"
32,"technician","secondary","married","no","yes","no","no"
35,"management","tertiary","married","no","no","yes","no"
53,"management","tertiary","married","no","no","no","no"
36,"management","tertiary","single","no","no","no","no"
49,"blue_collar","primary","married","no","no","yes","no"
32,"self_employed","tertiary","married","no","no","no","no"
39,"technician","secondary","divorced","no","no","no","no"
46,"housemaid","primary","divorced","no","no","no","no"
38,"management","tertiary","married","no","no","no","no"
57,"management","tertiary","married","no","no","no","no"
44,"technician","secondary","married","no","no","no","no"
31,"technician","tertiary","married","no","yes","no","no"
51,"management","tertiary","married","no","no","no","no"
56,"management","tertiary","married","no","no","yes","no"
52,"administration","secondary","married","no","no","no","no"
35,"technician","tertiary","single","no","no","yes","no"
47,"management","tertiary","married","no","no","no","no"
30,"technician","secondary","married","no","yes","yes","no"
42,"management","tertiary","married","no","no","no","no"
38,"management","tertiary","married","no","no","yes","no"
46,"management","tertiary","married","no","no","no","no"
48,"blue_collar","primary","married","no","no","no","yes"
34,"management","tertiary","divorced","no","yes","no","no"
31,"management","tertiary","married","no","no","no","no"
55,"management","tertiary","married","no","no","no","no"
34,"technician","secondary","married","no","no","no","no"
39,"housemaid","primary","married","no","no","no","no"
32,"technician","secondary","single","no","yes","no","no"
35,"technician","secondary","single","no","no","no","no"
53,"management","tertiary","married","no","no","no","no"
36,"management","tertiary","married","no","no","no","yes"
54,"retired","secondary","married","no","no","no","no"
33,"technician","tertiary","married","no","no","no","no"
55,"technician","secondary","married","no","no","no","no"
30,"entrepreneur","tertiary","married","no","no","no","no"
30,"student","tertiary","single","no","no","no","no"
60,"retired","primary","married","no","no","no","no"
33,"management","tertiary","divorced","no","no","no","no"
39,"technician","secondary","married","no","no","no","no"
43,"services","tertiary","married","no","no","no","no"
39,"technician","secondary","married","no","no","yes","no"
31,"management","tertiary","single","no","yes","no","no"
58,"housemaid","primary","divorced","no","no","no","no"
56,"technician","secondary","married","no","no","no","no"
35,"technician","secondary","single","no","no","no","no"
45,"technician","secondary","married","no","no","no","no"
48,"blue_collar","primary","married","no","no","no","no"
56,"blue_collar","secondary","married","no","no","no","no"
32,"management","tertiary","divorced","no","yes","no","no"
32,"management","secondary","single","no","no","no","no"
56,"retired","secondary","married","no","no","no","no"
44,"technician","secondary","married","no","yes","no","no"
31,"management","tertiary","single","no","no","no","no"
37,"technician","secondary","married","no","no","no","no"
46,"technician","tertiary","married","no","no","no","no"
45,"technician","secondary","married","no","yes","no","no"
30,"technician","tertiary","married","no","yes","no","no"
27,"administration","tertiary","married","no","yes","yes","no"
60,"management","tertiary","married","no","no","yes","no"
52,"blue_collar","primary","married","no","no","no","no"
36,"management","tertiary","single","no","no","no","no"
30,"technician","secondary","single","no","no","no","no"
39,"technician","tertiary","married","no","no","yes","no"
50,"blue_collar","primary","married","no","no","no","no"
31,"management","tertiary","single","no","no","no","no"
37,"management","tertiary","single","no","no","no","no"
40,"management","tertiary","divorced","no","no","no","no"
33,"management","tertiary","married","no","no","no","no"
30,"management","secondary","single","no","no","no","no"
34,"management","tertiary","married","no","no","no","no"
59,"retired","tertiary","married","no","no","no","no"
55,"technician","secondary","married","no","no","no","no"
30,"technician","tertiary","single","no","yes","no","no"
30,"management","tertiary","married","no","yes","no","yes"
32,"management","tertiary","single","no","yes","no","no"
31,"technician","secondary","single","no","no","no","no"
50,"blue_collar","secondary","married","no","no","no","no"
31,"technician","tertiary","single","no","no","no","no"
33,"housemaid","primary","married","no","no","no","no"
34,"technician","tertiary","single","no","no","no","no"
31,"technician","tertiary","single","no","no","no","no"
46,"self_employed","tertiary","married","no","no","no","no"
30,"management","tertiary","single","no","no","no","no"
35,"management","tertiary","single","no","yes","no","no"
49,"services","secondary","married","no","no","no","no"
45,"blue_collar","primary","married","no","no","no","no"
31,"management","tertiary","single","no","no","no","no"
35,"technician","tertiary","single","no","no","no","no"
54,"management","tertiary","married","no","yes","no","no"
42,"technician","secondary","married","no","no","no","no"
34,"technician","secondary","single","no","no","no","no"
43,"management","tertiary","single","no","no","no","no"
46,"technician","secondary","divorced","yes","no","no","no"
43,"technician","secondary","divorced","no","no","no","no"
47,"blue_collar","primary","married","no","no","no","no"
31,"management","tertiary","single","no","yes","no","no"
32,"technician","secondary","married","no","yes","no","no"
35,"technician","secondary","married","no","no","no","no"
46,"self_employed","secondary","married","no","no","no","no"
59,"retired","secondary","married","no","no","yes","no"
30,"management","tertiary","single","no","no","no","yes"
34,"technician","secondary","divorced","no","no","no","no"
53,"services","secondary","married","no","no","no","no"
59,"management","tertiary","married","no","no","no","no"
43,"technician","secondary","divorced","no","no","no","no"
45,"technician","tertiary","married","no","no","no","no"
36,"management","tertiary","married","no","no","no","no"
30,"technician","secondary","single","no","no","no","no"
34,"management","tertiary","single","no","yes","no","no"
42,"housemaid","primary","married","no","no","yes","no"
60,"retired","secondary","married","no","no","no","no"
45,"blue_collar","primary","married","no","no","no","no"
33,"technician","secondary","married","no","no","no","no"
40,"management","secondary","divorced","no","yes","no","no"
41,"technician","secondary","single","no","no","no","no"
33,"management","tertiary","married","no","no","no","no"
34,"technician","secondary","married","no","no","no","no"
34,"management","tertiary","married","no","no","no","no"
39,"management","tertiary","married","no","no","no","no"
46,"administration","secondary","married","no","no","no","no"
43,"technician","secondary","married","no","yes","no","no"
33,"management","tertiary","single","no","no","no","yes"
57,"housemaid","primary","married","no","no","no","yes"
32,"housemaid","tertiary","married","no","no","no","no"
31,"technician","tertiary","single","no","no","no","no"
